node,x,y,time,states
3,4997.0,4487.0,234.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 2}"
1,2000.0,5054.0,236.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 2}"
2,6344.0,4998.0,236.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 2}"
3,4998.0,4488.0,236.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 2}"
1,2000.0,5057.0,238.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 2}"
2,6192.0,5004.0,238.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 2}"
3,4999.0,4489.0,238.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 2}"
1,2000.0,5060.0,240.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
2,6040.0,5010.0,240.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
3,5000.0,4490.0,240.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
1,2001.0,5054.0,246.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
2,5938.0,5008.0,246.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
3,5001.0,4488.0,246.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
1,2002.0,5048.0,252.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
2,5836.0,5006.0,252.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
3,5002.0,4486.0,252.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
1,2003.0,5042.0,258.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
2,5734.0,5004.0,258.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
3,5003.0,4484.0,258.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
1,2004.0,5036.0,264.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
2,5632.0,5002.0,264.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
3,5004.0,4482.0,264.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 3}"
1,2005.0,5030.0,270.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,5530.0,5000.0,270.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,5005.0,4480.0,270.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2006.0,5024.0,276.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,5428.0,4998.0,276.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,5006.0,4478.0,276.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2007.0,5018.0,282.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,5326.0,4996.0,282.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,5007.0,4476.0,282.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2008.0,5012.0,288.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,5224.0,4994.0,288.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,5008.0,4474.0,288.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2009.0,5006.0,294.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,5122.0,4992.0,294.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,5009.0,4472.0,294.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,5000.0,300.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,5020.0,4990.0,300.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,5010.0,4470.0,300.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4997.0,304.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,4923.0,4988.0,304.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,4909.0,4476.0,304.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4994.0,308.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,4826.0,4986.0,308.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,4808.0,4482.0,308.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4991.0,312.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,4729.0,4984.0,312.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,4707.0,4488.0,312.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4988.0,316.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,4632.0,4982.0,316.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,4606.0,4494.0,316.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4985.0,320.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,4535.0,4980.0,320.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,4505.0,4500.0,320.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4982.0,324.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,4438.0,4978.0,324.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,4404.0,4506.0,324.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4979.0,328.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,4341.0,4976.0,328.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,4303.0,4512.0,328.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4976.0,332.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,4244.0,4974.0,332.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,4202.0,4518.0,332.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4973.0,336.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,4147.0,4972.0,336.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,4101.0,4524.0,336.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4970.0,340.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
2,4050.0,4970.0,340.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
3,4000.0,4530.0,340.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 4}"
1,2010.0,4976.0,346.0,"{(1, 2): 1, (3, 1): 1, (2, 3): 4}"
2,3870.0,4971.0,346.0,"{(1, 2): 1, (3, 1): 1, (2, 3): 4}"
3,3821.0,4544.0,346.0,"{(1, 2): 1, (3, 1): 1, (2, 3): 4}"
1,2010.0,4982.0,352.0,"{(1, 2): 1, (3, 1): 1, (2, 3): 4}"
2,3690.0,4972.0,352.0,"{(1, 2): 1, (3, 1): 1, (2, 3): 4}"
3,3642.0,4558.0,352.0,"{(1, 2): 1, (3, 1): 1, (2, 3): 4}"
1,2010.0,4988.0,358.0,"{(1, 2): 2, (3, 1): 2, (2, 3): 4}"
2,3510.0,4973.0,358.0,"{(1, 2): 2, (3, 1): 2, (2, 3): 4}"
3,3463.0,4572.0,358.0,"{(1, 2): 2, (3, 1): 2, (2, 3): 4}"
1,2010.0,4994.0,364.0,"{(1, 2): 2, (3, 1): 2, (2, 3): 5}"
2,3330.0,4974.0,364.0,"{(1, 2): 2, (3, 1): 2, (2, 3): 5}"
3,3284.0,4586.0,364.0,"{(1, 2): 2, (3, 1): 2, (2, 3): 5}"
1,2010.0,5000.0,370.0,"{(1, 2): 3, (3, 1): 3, (2, 3): 5}"
2,3150.0,4975.0,370.0,"{(1, 2): 3, (3, 1): 3, (2, 3): 5}"
3,3105.0,4600.0,370.0,"{(1, 2): 3, (3, 1): 3, (2, 3): 5}"
1,2010.0,5006.0,376.0,"{(1, 2): 3, (3, 1): 3, (2, 3): 5}"
2,2970.0,4976.0,376.0,"{(1, 2): 3, (3, 1): 3, (2, 3): 5}"
3,2926.0,4614.0,376.0,"{(1, 2): 3, (3, 1): 3, (2, 3): 5}"
1,2010.0,5012.0,382.0,"{(1, 2): 4, (3, 1): 3, (2, 3): 5}"
2,2790.0,4977.0,382.0,"{(1, 2): 4, (3, 1): 3, (2, 3): 5}"
3,2747.0,4628.0,382.0,"{(1, 2): 4, (3, 1): 3, (2, 3): 5}"
1,2010.0,5018.0,388.0,"{(1, 2): 4, (3, 1): 4, (2, 3): 5}"
2,2610.0,4978.0,388.0,"{(1, 2): 4, (3, 1): 4, (2, 3): 5}"
3,2568.0,4642.0,388.0,"{(1, 2): 4, (3, 1): 4, (2, 3): 5}"
1,2010.0,5024.0,394.0,"{(1, 2): 4, (3, 1): 4, (2, 3): 5}"
2,2430.0,4979.0,394.0,"{(1, 2): 4, (3, 1): 4, (2, 3): 5}"
3,2389.0,4656.0,394.0,"{(1, 2): 4, (3, 1): 4, (2, 3): 5}"
1,2010.0,5030.0,400,"{(1, 2): 5, (3, 1): 4, (2, 3): 5}"
2,2250.0,4980.0,400,"{(1, 2): 5, (3, 1): 4, (2, 3): 5}"
3,2210.0,4670.0,400,"{(1, 2): 5, (3, 1): 4, (2, 3): 5}"
