node,x,y,time,states
1,1010.0,1010.0,30.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1080.0,960.0,30.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,960.0,1060.0,30.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1044.0,1035.0,36.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1114.0,985.0,36.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,992.0,1087.0,36.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1078.0,1060.0,42.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1148.0,1010.0,42.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,1024.0,1114.0,42.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1112.0,1085.0,48.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1182.0,1035.0,48.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,1056.0,1141.0,48.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1146.0,1110.0,54.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1216.0,1060.0,54.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,1088.0,1168.0,54.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1180.0,1135.0,60.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1250.0,1085.0,60.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,1120.0,1195.0,60.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1214.0,1160.0,66.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1284.0,1110.0,66.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,1152.0,1222.0,66.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1248.0,1185.0,72.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1318.0,1135.0,72.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,1184.0,1249.0,72.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1282.0,1210.0,78.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1352.0,1160.0,78.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,1216.0,1276.0,78.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1316.0,1235.0,84.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1386.0,1185.0,84.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,1248.0,1303.0,84.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1350.0,1260.0,90.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1420.0,1210.0,90.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,1280.0,1330.0,90.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1439.0,1329.0,96.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,1577.0,1229.0,96.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,1310.0,1454.0,96.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,1528.0,1398.0,102.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 4}"
2,1734.0,1248.0,102.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 4}"
3,1340.0,1578.0,102.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 4}"
1,1617.0,1467.0,108.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 4}"
2,1891.0,1267.0,108.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 4}"
3,1370.0,1702.0,108.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 4}"
1,1706.0,1536.0,114.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 3}"
2,2048.0,1286.0,114.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 3}"
3,1400.0,1826.0,114.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 3}"
1,1795.0,1605.0,120.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 3}"
2,2205.0,1305.0,120.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 3}"
3,1430.0,1950.0,120.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 3}"
1,1884.0,1674.0,126.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 3}"
2,2362.0,1324.0,126.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 3}"
3,1460.0,2074.0,126.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 3}"
1,1973.0,1743.0,132.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 2}"
2,2519.0,1343.0,132.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 2}"
3,1490.0,2198.0,132.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 2}"
1,2062.0,1812.0,138.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 2}"
2,2676.0,1362.0,138.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 2}"
3,1520.0,2322.0,138.0,"{(1, 2): 4, (1, 3): 4, (2, 3): 2}"
1,2151.0,1881.0,144.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 1}"
2,2833.0,1381.0,144.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 1}"
3,1550.0,2446.0,144.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 1}"
1,2240.0,1950.0,150.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 1}"
2,2990.0,1400.0,150.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 1}"
3,1580.0,2570.0,150.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 1}"
1,2357.0,2039.0,165.0,"{(1, 2): 3, (1, 3): 4, (2, 3): 1}"
2,3143.0,1410.0,165.0,"{(1, 2): 3, (1, 3): 4, (2, 3): 1}"
3,1845.0,2483.0,165.0,"{(1, 2): 3, (1, 3): 4, (2, 3): 1}"
1,2474.0,2128.0,180.0,"{(1, 2): 3, (1, 3): 4, (2, 3): 2}"
2,3296.0,1420.0,180.0,"{(1, 2): 3, (1, 3): 4, (2, 3): 2}"
3,2110.0,2396.0,180.0,"{(1, 2): 3, (1, 3): 4, (2, 3): 2}"
1,2591.0,2217.0,195.0,"{(1, 2): 3, (1, 3): 5, (2, 3): 2}"
2,3449.0,1430.0,195.0,"{(1, 2): 3, (1, 3): 5, (2, 3): 2}"
3,2375.0,2309.0,195.0,"{(1, 2): 3, (1, 3): 5, (2, 3): 2}"
1,2708.0,2306.0,210.0,"{(1, 2): 2, (1, 3): 5, (2, 3): 2}"
2,3602.0,1440.0,210.0,"{(1, 2): 2, (1, 3): 5, (2, 3): 2}"
3,2640.0,2222.0,210.0,"{(1, 2): 2, (1, 3): 5, (2, 3): 2}"
1,2825.0,2395.0,225.0,"{(1, 2): 2, (1, 3): 5, (2, 3): 3}"
2,3755.0,1450.0,225.0,"{(1, 2): 2, (1, 3): 5, (2, 3): 3}"
3,2905.0,2135.0,225.0,"{(1, 2): 2, (1, 3): 5, (2, 3): 3}"
1,2942.0,2484.0,240.0,"{(1, 2): 2, (1, 3): 4, (2, 3): 3}"
2,3908.0,1460.0,240.0,"{(1, 2): 2, (1, 3): 4, (2, 3): 3}"
3,3170.0,2048.0,240.0,"{(1, 2): 2, (1, 3): 4, (2, 3): 3}"
1,3059.0,2573.0,255.0,"{(1, 2): 2, (1, 3): 4, (2, 3): 4}"
2,4061.0,1470.0,255.0,"{(1, 2): 2, (1, 3): 4, (2, 3): 4}"
3,3435.0,1961.0,255.0,"{(1, 2): 2, (1, 3): 4, (2, 3): 4}"
1,3176.0,2662.0,270.0,"{(1, 2): 2, (1, 3): 3, (2, 3): 4}"
2,4214.0,1480.0,270.0,"{(1, 2): 2, (1, 3): 3, (2, 3): 4}"
3,3700.0,1874.0,270.0,"{(1, 2): 2, (1, 3): 3, (2, 3): 4}"
1,3293.0,2751.0,285.0,"{(1, 2): 1, (1, 3): 3, (2, 3): 4}"
2,4367.0,1490.0,285.0,"{(1, 2): 1, (1, 3): 3, (2, 3): 4}"
3,3965.0,1787.0,285.0,"{(1, 2): 1, (1, 3): 3, (2, 3): 4}"
1,3410.0,2840.0,300.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,300.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,300.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3410.0,2840.0,306.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,306.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,306.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3410.0,2840.0,312.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,312.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,312.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3410.0,2840.0,318.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,318.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,318.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3410.0,2840.0,324.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,324.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,324.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3410.0,2840.0,330.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,330.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,330.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3410.0,2840.0,336.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,336.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,336.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3410.0,2840.0,342.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,342.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,342.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3410.0,2840.0,348.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,348.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,348.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3410.0,2840.0,354.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,354.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,354.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3410.0,2840.0,360.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
2,4520.0,1500.0,360.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
3,4230.0,1700.0,360.0,"{(1, 2): 1, (1, 3): 2, (2, 3): 5}"
1,3584.0,2842.0,374.0,"{(1, 2): 2, (1, 3): 2, (2, 3): 5}"
2,4592.0,1618.0,374.0,"{(1, 2): 2, (1, 3): 2, (2, 3): 5}"
3,4237.77,1708.68,374.0,"{(1, 2): 2, (1, 3): 2, (2, 3): 5}"
1,3758.0,2844.0,388.0,"{(1, 2): 2, (1, 3): 2, (2, 3): 4}"
2,4664.0,1736.0,388.0,"{(1, 2): 2, (1, 3): 2, (2, 3): 4}"
3,4245.54,1717.36,388.0,"{(1, 2): 2, (1, 3): 2, (2, 3): 4}"
1,3932.0,2846.0,402.0,"{(1, 2): 2, (1, 3): 3, (2, 3): 4}"
2,4736.0,1854.0,402.0,"{(1, 2): 2, (1, 3): 3, (2, 3): 4}"
3,4253.31,1726.04,402.0,"{(1, 2): 2, (1, 3): 3, (2, 3): 4}"
1,4106.0,2848.0,416.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 4}"
2,4808.0,1972.0,416.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 4}"
3,4261.08,1734.72,416.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 4}"
1,4280.0,2850.0,430.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 4}"
2,4880.0,2090.0,430.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 4}"
3,4268.85,1743.4,430.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 4}"
1,4454.0,2852.0,444.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 3}"
2,4952.0,2208.0,444.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 3}"
3,4276.62,1752.08,444.0,"{(1, 2): 3, (1, 3): 3, (2, 3): 3}"
1,4628.0,2854.0,458.0,"{(1, 2): 4, (1, 3): 3, (2, 3): 3}"
2,5024.0,2326.0,458.0,"{(1, 2): 4, (1, 3): 3, (2, 3): 3}"
3,4284.39,1760.76,458.0,"{(1, 2): 4, (1, 3): 3, (2, 3): 3}"
1,4802.0,2856.0,472.0,"{(1, 2): 4, (1, 3): 2, (2, 3): 3}"
2,5096.0,2444.0,472.0,"{(1, 2): 4, (1, 3): 2, (2, 3): 3}"
3,4292.16,1769.44,472.0,"{(1, 2): 4, (1, 3): 2, (2, 3): 3}"
1,4976.0,2858.0,486.0,"{(1, 2): 5, (1, 3): 2, (2, 3): 3}"
2,5168.0,2562.0,486.0,"{(1, 2): 5, (1, 3): 2, (2, 3): 3}"
3,4299.93,1778.12,486.0,"{(1, 2): 5, (1, 3): 2, (2, 3): 3}"
1,5150.0,2860.0,500.0,"{(1, 2): 5, (1, 3): 2, (2, 3): 2}"
2,5240.0,2680.0,500.0,"{(1, 2): 5, (1, 3): 2, (2, 3): 2}"
3,4307.7,1786.8,500.0,"{(1, 2): 5, (1, 3): 2, (2, 3): 2}"
1,5150.0,2860.0,510.0,"{(1, 2): 5, (1, 3): 2, (2, 3): 3}"
2,5240.0,2680.0,510.0,"{(1, 2): 5, (1, 3): 2, (2, 3): 3}"
3,4410.93,1902.12,510.0,"{(1, 2): 5, (1, 3): 2, (2, 3): 3}"
1,5150.0,2860.0,520.0,"{(1, 2): 5, (1, 3): 3, (2, 3): 3}"
2,5240.0,2680.0,520.0,"{(1, 2): 5, (1, 3): 3, (2, 3): 3}"
3,4514.16,2017.44,520.0,"{(1, 2): 5, (1, 3): 3, (2, 3): 3}"
1,5150.0,2860.0,530.0,"{(1, 2): 5, (1, 3): 3, (2, 3): 3}"
2,5240.0,2680.0,530.0,"{(1, 2): 5, (1, 3): 3, (2, 3): 3}"
3,4617.39,2132.76,530.0,"{(1, 2): 5, (1, 3): 3, (2, 3): 3}"
1,5150.0,2860.0,540.0,"{(1, 2): 5, (1, 3): 4, (2, 3): 4}"
2,5240.0,2680.0,540.0,"{(1, 2): 5, (1, 3): 4, (2, 3): 4}"
3,4720.62,2248.08,540.0,"{(1, 2): 5, (1, 3): 4, (2, 3): 4}"
1,5150.0,2860.0,550.0,"{(1, 2): 5, (1, 3): 4, (2, 3): 4}"
2,5240.0,2680.0,550.0,"{(1, 2): 5, (1, 3): 4, (2, 3): 4}"
3,4823.85,2363.4,550.0,"{(1, 2): 5, (1, 3): 4, (2, 3): 4}"
1,5150.0,2860.0,560.0,"{(1, 2): 5, (1, 3): 4, (2, 3): 5}"
2,5240.0,2680.0,560.0,"{(1, 2): 5, (1, 3): 4, (2, 3): 5}"
3,4927.08,2478.7200000000003,560.0,"{(1, 2): 5, (1, 3): 4, (2, 3): 5}"
1,5150.0,2860.0,570.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,5240.0,2680.0,570.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,5030.31,2594.04,570.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,5150.0,2860.0,580.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,5240.0,2680.0,580.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,5133.54,2709.36,580.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,5150.0,2860.0,590.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,5240.0,2680.0,590.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,5236.77,2824.6800000000003,590.0,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
1,5150.0,2860.0,600,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
2,5240.0,2680.0,600,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
3,5340.0,2940.0,600,"{(1, 2): 5, (1, 3): 5, (2, 3): 5}"
