node,x,y,time,states
2,1671.0,3949.0,54.0,"{(1, 2): 5, (3, 1): 2, (2, 3): 3}"
3,2692.0,3552.0,54.0,"{(1, 2): 5, (3, 1): 2, (2, 3): 3}"
1,1430.0,4310.0,60.0,"{(1, 2): 5, (3, 1): 2, (2, 3): 3}"
2,1720.0,4190.0,60.0,"{(1, 2): 5, (3, 1): 2, (2, 3): 3}"
3,2830.0,3770.0,60.0,"{(1, 2): 5, (3, 1): 2, (2, 3): 3}"
1,1524.0,4532.0,63.0,"{(1, 2): 4, (3, 1): 1, (2, 3): 2}"
2,2023.0,4358.0,63.0,"{(1, 2): 4, (3, 1): 1, (2, 3): 2}"
3,3280.0,3814.0,63.0,"{(1, 2): 4, (3, 1): 1, (2, 3): 2}"
1,1618.0,4754.0,66.0,"{(1, 2): 4, (3, 1): 0, (2, 3): 2}"
2,2326.0,4526.0,66.0,"{(1, 2): 4, (3, 1): 0, (2, 3): 2}"
3,3730.0,3858.0,66.0,"{(1, 2): 4, (3, 1): 0, (2, 3): 2}"
1,1712.0,4976.0,69.0,"{(1, 2): 3, (3, 1): 0, (2, 3): 1}"
2,2629.0,4694.0,69.0,"{(1, 2): 3, (3, 1): 0, (2, 3): 1}"
3,4180.0,3902.0,69.0,"{(1, 2): 3, (3, 1): 0, (2, 3): 1}"
1,1806.0,5198.0,72.0,"{(1, 2): 3, (3, 1): 0, (2, 3): 1}"
2,2932.0,4862.0,72.0,"{(1, 2): 3, (3, 1): 0, (2, 3): 1}"
3,4630.0,3946.0,72.0,"{(1, 2): 3, (3, 1): 0, (2, 3): 1}"
1,1900.0,5420.0,75.0,"{(1, 2): 2, (3, 1): 0, (2, 3): 0}"
2,3235.0,5030.0,75.0,"{(1, 2): 2, (3, 1): 0, (2, 3): 0}"
3,5080.0,3990.0,75.0,"{(1, 2): 2, (3, 1): 0, (2, 3): 0}"
1,1994.0,5642.0,78.0,"{(1, 2): 1, (3, 1): 0, (2, 3): 0}"
2,3538.0,5198.0,78.0,"{(1, 2): 1, (3, 1): 0, (2, 3): 0}"
3,5530.0,4034.0,78.0,"{(1, 2): 1, (3, 1): 0, (2, 3): 0}"
1,2088.0,5864.0,81.0,"{(1, 2): 1, (3, 1): 0, (2, 3): 0}"
2,3841.0,5366.0,81.0,"{(1, 2): 1, (3, 1): 0, (2, 3): 0}"
3,5980.0,4078.0,81.0,"{(1, 2): 1, (3, 1): 0, (2, 3): 0}"
1,2182.0,6086.0,84.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 0}"
2,4144.0,5534.0,84.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 0}"
3,6430.0,4122.0,84.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 0}"
1,2276.0,6308.0,87.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 0}"
2,4447.0,5702.0,87.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 0}"
3,6880.0,4166.0,87.0,"{(1, 2): 0, (3, 1): 0, (2, 3): 0}"
1,2370.0,6530.0,90,"{(1, 2): 0, (3, 1): 0, (2, 3): 0}"
2,4750.0,5870.0,90,"{(1, 2): 0, (3, 1): 0, (2, 3): 0}"
3,7330.0,4210.0,90,"{(1, 2): 0, (3, 1): 0, (2, 3): 0}"
